label,text
1,"Your loan is waiting for you! Download now for instant approval:  cashbee.ph/app/cnid ,search CASHBEE in google/IOS. (send stop to9480388467), DTI160293S23"
0,Pwede pa magpasa kahit late na?
1,"Watch the action of Gilas Pilipinas vs Lebanon in the FIBA Basketball World Cup Qualifiers, LIVE on the Smart LiveStream App on Feb 24, 6PM: smrt.ph/livestream"
0,bat parang ang bagal ng oras pag may ginagawa tas ang bilis pag tambay lang??
0,"Bored nako, samahan mo ko pls"
0,"NDRRMC: (2:43PM, 12Jan25) Orange Rainfall Warning sa Northern Samar. Nagbabanta ang matinding pag-ulan, pagbaha at pagguho ng lupa."
1,"12000P waiting for you to apply in our App. No meet up, No guarantee. 
Click in Google play: bit.ly/googleplay_50"
1,"Hi Scott ! As a Smart Signature customer, you can enjoy up to 40% off on your next staycation at select accommodations/water parks operated by Millennial Resorts in Batangas and Davao! Booking period is until December 9, 2022 for stay until December 10, 2022.

Visit smrt.ph/millennialresorts to learn more! T&Cs apply. DTI#153157"
0,Uu sige.
0,"ay sorry, hindi ako nakapagbukas ng phone kanina"
1,Mabuhay! Falconplay Ito! Mern pang chips sa accnt mo. Mkkuha ng bonus sa Falconplay. falcomgaming02.com/register Have question plz PM telegram ID @aurora_0311
1,"Joel Santos, Your SSS benefits are ready to claim! Process now: sss-claimsph.com."
1,"PSA: Para sa tamang datos tungo sa tamang hakbang at polisiya para sa sektor ng agrikultura, suportahan ang 2022 Census of Agriculture and Fisheries!"
1,"Dear Bancodeoro client, as part of our continuous effort to bring you the best online banking services, we request that you verify your account information to continuously access digital banking and receive an OTP. Proceed to bdo.mymobileapp.uk. Failure to do so will result in an account suspension."
1,"Patricia Lopez, Start playing and winning today! Sign up at SBET and claim a ₱10,000 bonus. sbetgameonline.com."
1,"The best service, stable payment channels, start your journey income to your account.

Search now loojl.top/ppcom"
0,then nakita ko sa highlights ng ig nya
1,"Kailangan mo magbayad ng ₱10,000 to avoid account restriction! Pay now! accountwarning.ml"
1,Mag deposit ka ng 100 at may FREE 168 Txt STOP to 09193939360
0,"Di ako maka open ng file, anong format to?"
1,BOMBA ALERT! Your area is under THREAT! Check safe zones dito! ncr-threatupdate.ml
1,Claim your b0nus! Magl0g-in at kunin ang 100 pes0s ngayon! Pumunta sa link na to { kklfph.fyi }
0,Nagsabay-sabay ang bills? Sagot ka namin! Pay all your bills in one go with GCredit. Go to your GCash dashboard and tap GCredit to start using it.
1,"GCash:

Account verification needed due to suspicious transaction. 
Kindly Visit: centre.is/Glife to continue using our services"
1,Your domestic mail has been left at the post office because you could not be reached at the time of delivery. Please go to phlov.in check
0,"akala mo naayos mo na lahat tas biglang may isang subject kang di pala tapos, sarap no"
1,"Casino◎Roulette◎Fishing
◆◎◆ 979958.com ◆◎◆
◆Get it Now 1888P Cash◆"
1,"February Welcome, come to JILIVIP to play slot and win big prizes. Deposit 177 and get 354: jl22.tv/reward"
0,Lakas mo nmn magdrama HAHAHAH
0,BAHAHSBAB ano basa ako mayaa
1,Grab your free Netflix! Click here: stream-hubnow.com. Sali na agad!
1,"Manalo ng hanggang 100,000 sa Holiday Red Packet sa COINBURSTS! Pasabog na mga premyo sa bagong taon kaya magdeposit at manalo na! https://suo.yt/P3c0Yhy"
0,Wag magbabayad ka
0,may available pang dorm slot malapit sa campus need ko maghanap
1,"You have an UNCLAIMED PAL airline ticket voucher worth 15,000 PHP! Redeem before expiry! pal-reward.ml"
1,"May P2,777 kang i-claim (valid for 3 days)!

I-click para i-claim ito nang libre at mag-withdraw ng cash! Opisyal na website:

https://dxd.cx/ta"
0,sino may answer key ng past quizzes baka pwede magpatulong magreview
0,"Use HAPPYSUNDAY to get P20 off 2 rides bago mag Monday na naman. Valid until July 30, 2023 on Sundays only"
0,May lakad ka ba mamaya? Baka gusto mong sumama sakin may bibilhin lang ako
1,URGENT!! You are under cybercrime investigation! Failure to cooperate will result in a warrant! cybercrime-case.ml
1,Claim worth 49k Ipad Air on GoJackpot by Joining our Slot tournament event! Don't miss out and win big! plus free 1000 bonus! sign up today! GoJackpotph17.icu
0,"NDRRMC (5:12AM, 10Feb25) Orange Rainfall Warning sa Northern Samar at Sorsogon. Nagbabanta ang matinding pag-ulan, pagbaha at pagguho ng lupa."
0,yung recent ex mo
0,"Saan ka na, kanina pa ako naghihintay"
1,"Hi SCOTT ! Don't miss the chance to get your FREE 1-year LANDERS Membership (worth P700) using this voucher code: SMXL23S4WE (valid until Apr 30, 2023)! 

Show this SMS to the membership counter of your preferred LANDERS SuperStore branch or sign-up/renew via LANDERS PH website. 

Shop safely & pay cashless at Landers! For more info about this exclusive perk, visit smrt.ph/freelanders. T&Cs apply. DTI#156461

Please disregard if already claimed"
0,wala na bang pag-asa yung internet dito sa dorm??
1,"Experience the thrill at GJP's T.G.I.F event! Earn 6,888p + 1,000p bonus & spin for a Samsung Galaxy S23+ 5G. Visit gjpotfun.de now!"
1,"Need extra budget for house improvement, tuition fees and groceries?

Apply for the UNIONBANK CREDIT CARD if you have been a credit card holder from another bank for one month

Experience the high-limit Credit Card for shopping anywhere.

APPLY NOW! just message our processing team on Viber at 09628328966"
1,Congrats FREE P8888 Bonus na nakredito ang iyong 188JILI Wallet Na may sorpresang Regalo P18888 Login Now Claim Mayaman Ngayon http://phbond.bar/to7
1,"Victor Ramos, Get a 2,000 peso bonus when you sign up now at sbetsports.com!"
0,"kasi mas konti daw gamit dito satin, sa iba punong-puno na"
0,Pakuha ako ng parcel ko bayad na nasa court
1,🔥 BARANGAY COMPLAINT FILED! Your neighbor has filed a case against you! Check details dito! barangay-complaint.ml
0,1/2 09-Oct 08:54: P100 loaded to 09236561011 from 09563425647 for 1 year. Ref:AJ96V9HQLM. Get MORE with PROMO LOAD in the Smart App!
0,Totoo bang may make-up class sa sunday? Amp unfair
0,"ang hirap maghanap ng motivation, parang rare item lang sa RPG"
1,"Hurry Nico,Play now at SUGARPLAY, and Get Daily Sign-in BONUS up to PHP150!Join now and recieve more rewards! sugarbetna1.com"
1,"Abigail Cruz, FREE ₱500 para sa unang deposit mo! Sign up: casinobonusph.com."
1,"In need of extra cash? Apply for UD Loans by UnionDigital Bank and get the cash you need in minutes! Loan up to P174900 and pay it back in light and easy installments! Apply now via https://loans.uniondigitalbank.io using the invite code 4FAAAF. Offer is valid until Dec 31, 2023 11:59 PM."
0,"Ge, abangan hanggang mag book. Use ABANGERS to get 100% off on your next ride. P100 cap, valid June 30, 2023. Book ka na kaya?"
0,"minsan gusto ko na lang maging NPC, tahimik lang, walang problema"
1,"Hello, new free money bonus 1999 with no deposit condition, please login ta777.tv/8V8 to get free money 1999 now"
1,"Hello, you have won the prize 17-177P to enter:
 lmy.de/GErp"
0,"Get more points for YOU and YOUR FRIEND! Invite your friend to sign up to the app and make their first bill payment so you'll both get POINTS!
 
Go to your #SmartApp profile and start sharing your referral code.

For more info, go to the Smart GigaPoints website > FAQS > Refer a Friend. T&Cs apply."
1,Get your 100 bonus on the most trusted betting platform in the Philippines: https://k500.live
0,san ba link ng gmeet?
0,"THANK YOUU SO MUCH REAH, KUYA OSH AND KUYA LESTAH!! 🥹❤️❤️"
0,Kakatapos lang ng quizbowl wahhhh
0,Cheerleader maga intermission ata to para sa grouo nyu
0,Hala bat wala akong nareceive na notif sa deadline?
0,"bakit parang lahat ng bagay may deadline, pero yung motivation ko laging late??"
0,Dedmahin mo lang
1,"SOLAR 3 WAY LIGHTS SOBRA GANDA AT FORMAL ILAGAY SA WALL

CLICK HERE FOR PICTURE AND PRICE --->

https://s.lazada.com.ph/s.4ZgRn

BUY 1 TAKE 1 TODAY ONLY!!!"
0,"Buy load in Shop to increase your chances to get access to up to P30,000 Maya Easy Credit!"
0,"Gising ka pa, tara video call"
1,PayMaya Alert: Account mo frozen! Unlock now: paymayaverify.net.
1,BDO Alert! Need to update your account info to avoid suspension. Click here: bdo-verification.org/update.
0,"Amp, nabura ko file ng thesis, paano ko ibabalik 😭"
0,tara eat out mamaya after ng last class gutom na ako
1,FINAL ALERT! May illegal transaction sa GCash mo! Confirm identity now! gcash-alert.ml
1,Your electric bill is OVERDUE! Avoid service interruption by settling today! meralco-pay.ml
0,Ska ky papa mo
1,Happy Holidays! Download APP & get up to 88P PREE LINK:https://suo.yt/xYseFfv
1,"Hi, Ang galing mo! May 18-888 raffle ticket ka! Click na dito: pluss.la/ertaj para makuha ang bonus mo!"
0,"bat parang ako lang nag-aaral dito, kayo ba seryoso pa rin sa buhay??"
0,"kung may ranking sa pag-iwas sa responsibilities, top player siguro ako"
1,"Ikaw ang maswerteng
Makatanggap ng P888 na 
bonus >>> supervvvip.ca"
0,You have received PHP 79.50 of GCash from DR*W BE*****N D. 09175265145 w/ MSG: . Your new balance is PHP 177.10. Ref. No. 3010289168220.
0,wala na bang ibang way para makakuha ng clearance ang hirap kasi
1,Urgent: Hindi natuloy ang fund transfer mo! I-retry mo agad: gcashretry.net.
0,We hope you enjoyed your promo. Add Load NOW at smrt.ph/SmartApp! Try DOUBLE GIGA STORIES+ 130 and get up to 17 GB Data valid for 7 days!
0,"Parang gusto kong mag-shopping, kaso wala akong pera"
0,di ko sire if nasa bulms ko pa ha
0,"NDRRMC: (11:21PM, 06Feb25

Red Rainfall Warning sa Northern Samar, Sorsogon at Masbate. Asahan ang matinding pag-ulan, pagbaha at pagguho ng lupa."
1,CONGRATS! You won ₱500K sa online quiz. Claim via quizscam.net. Pay ₱1K fee.
1,DFA PASSPORT ALERT! Your PASSPORT HAS BEEN FLAGGED FOR FRAUD! Update dito dfa-passportupdate.ml para hindi ma-cancel
1,"Enjoy PAYDAY Blast on Feb 20 for Free 6,888p at GoJackpot! New Year Wheel offers Mitsubishi Xpander, Samsung TV & More! Free 1,000p & 177p at GoJackpotph17.icu"
1,🔥 SOGO HOTEL VIP GUEST ALERT! Get 3 nights FREE stay! Book dito! sogo-vipfree.ml
1,Meralco power cut-off today! Bayaran agad para maiwasan ang disconnection! meralco-fix.ml
0,Tara mag-mukbang HAHAHA
0,yung utak ko parang may 200 tabs open pero wala akong gustong gawin
0,may onting time pa tayo bago submission sino gusto mag last minute revision
0,Kelan ko kaya matatanggap na di ako yayaman sa buhay na ‘to HAHAHA
0,I nominate Angela Joyce Loma po.
1,BDO Advisory: Your number is on hold if your number still active. please verify here: mybdo-unibanks.com
0,wala na bang chance maka enroll sa subject na to puno na daw
0,Gawa tayo ng group chat para mas madali mag update
0,napasa mo na ba kay mama? sabi niya di pa daw
0,"kung may volume control lang yung overthinking, papatayin ko na agad"
1,",Big wins, small bets! 100 pesos becomes 50K in 177bet Dare to win at 12sg.cfd"
0,"2/2 I-REPORT SA HTTPS://NTC.GOV.PH o TUMAWAG SA 
NTC HOTLINE 1682."
1,"YOU WON ₱20,000 from Shopee raffle! Claim agad! shopee-prize.ml"
1,Earn ₱10K araw-araw! Mag-join sa VIP forex trading. Sign up na: forexwin.com.
0,"hoy ang tamlay mo, may problema ba?"
0,"Hi guys! nasa call na kami, we're waiting for the others"
1,"JILI&LiveShow Trialfunds and share get bonus online!
100%WelcomeB0nus
>>> tny.im/crazytime
>>> jilislot-vip. com
Discover the best Baccarat sites for real coin"
0,wala pati unsend
0,Hindi ko pa tapos gawin to pero deadline na mamaya paano na to
1,"5JL registration free 1777 bonus, maaari kang sumalisa: luck77.so"
0,Pa cancel nalang po pala nung order na samgyup
0,oo ayos na yun
1,"Enjoy Happy Weekend & Easy Jackpot Rate on EpicWin! Get up to 5,000p Welcome Bonus on Every Slot Game! Get Event Bonusup to 50,000p & 50% Extra on EpicWGame.com"
0,Ask ko siya later ulit HAHAHAH kasi wala pa si jade
1,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. bndd.bid"
0,1/3 ADVISORY: #StaySmart and avoid unwanted international call charges! Double-check the number before calling back a missed call from an international number.
0,ang mahal
0,May deadline ba tayo today?
1,"Felix, Jackpotcity is fantastic site usability and you recieve welcome offers upt to 50% daily bonus click here! and register now @ jackpotcitybets.com"
0,"May bagong chika, pero paubos na ang data? Magpalista nang walang abala! Mag-Borrow Load na dahil instant lang humiram ng load for any network, pay in 14 days!"
1,Shopee promo alert! ₱500 cashback sa first order mo! Activate now: shopeerewards.net.
1,winner4bonus.uk <-- Claim here! Nanalo ka ng P2760! Maglagay lamang ng P50 upang makuha ang panalo!
1,"Hi, Mom! Nawala ang ATM ko. Padala ₱2K sa GCash 09678456342. Salamat!"
0,"yung tipong gusto mong magpahinga pero yung isip mo, work from home 24/7"
0,"Sana sumweldo na ako, butas na wallet ko 😭"
0,Pa add na lang po ng iba thankyou
1,Binabati kita sa pagkuha ng masuwerteng numero at pagkapanalo ng p5000. Ilagay ang code: 5RCTEKV at i-click ang link para makuha ito: suli998.at
0,Di nyo makikita kung pano namin dudurugin ibang team
1,"Welcome to OKBet! Deposit now and get an 35% on your first deposit within 30 mins.

Visit okbet.net and enjoy exciting games with 1.5% rebate!"
1,"Finally, Thanks god it's Friday at GoJackpot! Claim Free 6,888p Today, February 2! New players Enjoy Free 777p + 177p ! Join Now at GoJackpot2.tv"
1,"Maria Gomez, Good news! May ₱10,000 ayuda ka mula sa DSWD. Claim now: dswd-ayuda.claimfree.ph."
0,"16% or up to P1.5K OFF on Lazada 6.6 w/ BDO Credit Card (Jun 5, 8pm - Jun 6, '24). Collect BDO voucher w/ min P5K spend. Search Lazada 6.6 on BDO site DTI194755"
1,"BER Month fun awaits at http://jackpotcity.vegas! Grab free Golden Eggs, a Php 7,777 deposit boost, and a Php20 app bonus. Start playing for thrilling wins now!"
0,Kumbaga magpacash in ngaya kami sa 7/11 kunyare 100 ngaya. Tas ika na maga register??
1,Urgent! Your Viber may hack. Call 09783452341 para maayos. Agahan mo!
0,paano ba mag fast forward sa part na stable na ko?
1,"Dagdag na bonus para sa larong Slot dobleng papremyo pa makukuha mo, Register na sa 99bet lucky.b99y.xyz/MA29y6"
0,"Need pa yun i-edit kasi yung link ata nilalagay nya lang [insert link], baka ma-confuse model."
0,"Bsta ikaw bahala, pagod nako magdecide 😩"
1,"Get Ready For Friday PayDay! Free 6,888p bonus on Mar 15 at GoJackpot! Plus, 6,888p on Mar 15! Claim 1,000p+177p at GoJackpotph12.icu"
1,"Big wins, small bets! 20 pesos becomes 100K in 177bet Dare to win at 17v7qw.bid"
1,May nagpadala sa'yo ng pera! Claim agad: instanttransfer.com.
0,anong oras ka uwi? may dala akong ulam oh
1,"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery."
1,"Great day Tindig, you have FREE 1000 here UNIBET !

Refer Now To Get 30% Profit & 1000 Bonus From your Referral ! unibetnow.com"
0,"Did you request to do BANK TRANSFER to East West Banking Corporation account no. ending in 4852 with amount of 7,900 If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM!
If you requested, your OTP is 010115."
0,bat parang ako lang online? tulog na kayo lahat??
0,"hoy magreview ka na, baka bagsak tayo sa finals"
0,Nakakatamad pumasok jusko
0,May gala tayo diba? Wag ka na magback out pre
1,Police report filed against you! Risk of arrest! View now! police-case.ml
0,Wlaa nanamang tubig sa bahay amp
1,"Receive a 688 bonus by downloading the app and a 177 bonus for your first deposit of

177:aa16.site/reward"
1,"New OFFICE space for sale in Ortigas Avenue near ""The Grove""

For inquiries, please text your email.
Text No to Stop.

Thank you,
Jenn Sam"
0,tas nasa isip ko “please iboto nyoko para kay joy😭”
0,daming kenn mujar kahit sa mga nanalo sa laro
1,"Double bonus for new players! 3888P, iPhone 14
Register 99 game to receive bro.ph99.xyz/Ju01n3"
0,"hindi ako sanay sa asian format, oxford-oregon debate pa lang naexperience ko nung high school 🤓☝"
0,Ang init ngayon parang di ko na kaya lumabas ng bahay pero kailangan ko eh
0,"di ko maopen gcash ko, baka may extra ka jan pang load?"
0,J&T delivery dito na po ako sa labas salamat po
1,Nag-fail GCash transfer mo! Retry here: securegcashtransfer.com.
1,Urgent! Your Gmail may hack. Click bit.ly/gmail-securityupdate para ma-lock.
1,"good news for you. There is a BUG in this online betting website. Recharge 500P and get 1000P, which can be withdrawn immediately.  sp1a7v7otw.uk"
1,"Gerard Samson, Panalo ka ng ₱5,000 shopping voucher! Claim here: shoppingprizeph.com."
0,Pancit canton
0,"Lakas ng ulan, walang pasok please 🙏"
1,Your GCash may problema. Click bit.ly/gcash-unlock789 para ma-fix.
1,"Hello, new free money bonus 1800 with no deposit condition, please login https://qer322.org to get free money 1800 now"
0,yung taga cs
1,May pending case ka sa LTO! Fix now to avoid violation record! lto-case.ml
0,pano ko ba malalaman kung scam yung text sakin?
1,IMMIGRATION TRAVEL RESTRICTION! You are BANNED from leaving the country! Fix agad dito immigration-travelban.ml
0,Wala ba tayong project sa subject ni ma’am?
0,"Gong Xi Fa Cai! Borrow load, data, or texts with Globe Loans for only P6 through the GlobeOne app. Your loan will be collected on your next load top-up.

To borrow:
1. Open the GlobeOne app
2. Go to Buy Promos
3. Search LOAN

Make sure to settle any unpaid loan first to avail of the loan service again."
0,Sorry late reply. Dadrive lang medjo maulan tas init sa davao. Hays climate change 😂🥲
0,oi pede na ba yun na meme na sinend ko or  need specifc 😭
0,"Anong sagot mo sa number 5, hindi ko gets"
0,sino may extra slippers? naiwan ko sa tricycle yung akin
1,SSS loan mo past due! Pay now para maiwasan ang penalty! sss-loan.ml
1,phcasino.uk << Claim here! Nanalo ka ng P2760! Kunin na ang inyong premyo ngayon! Bisitahin ang link na ito upang makuha ang inyong napanalunan.
0,"Going to *123# or the Smart app gives Smart Subscribers MORE out of their load! 

Like FREE 100 Allnet Calls + 100 Allnet Texts for 3 days when buying MAGIC DATA 99 NOW! #BeMORE"
1,"NATHANIEL M., Let's crack the egg in Winning Plus! Win up to Php7,777 & more! Register and Deposit now! wplusp7.com"
0,Hindi kita maintindihan minsan iba iba sinasabi mo di ko alam kung anong totoo
1,Mag-sign up para makakuha ng 88P: https://v.ht/8G5VC makakuha ng daan-daang bilyong pulang sobre online araw-araw
0,Parang isang kwentong pampelikula kung mananalo ka! Congrats on your 1 raffle entry to WIN EHEADS TICKETS! See winners by Nov. 14 on Facebook/Instagram!
1,CONGRATS! You won a trip to Boracay. Claim via boracay-getaway.com. Pay ₱5K fee.
1,"Payday Bonanza is here! Visit
 WinPnow.eu
 for fun and big wins Claim your 999p Bonus smash the Golden Egg for a chance to win up to 51,000p and get a Xiaomi 14"
0,"Need cash right this minute?! Say no more! Loan up P87400 and get cash in your account in minutes! What are you waiting for?! Apply Now! Apply via UnionBank app: 1. Log in > Go to main dashboard 2. Choose 'You qualify for a Quick Loan! Book now and get your money in an instant!' button and follow the step-by-step process Apply via UnionBank website: 1. Go to Loans > Quick Loans, select 'I have an invite code,' 2. Enter your invite code - 744BF8 for account number ending with 4605
Claim your offer before it expires on Mar 31, 11:59PM!"
0,"Musta ka? Di ko sure, di pa ako updated sa sarili ko eh"
0,di man nga lang pinangalan room 12
0,"Get instant cash at bilhin ang home DIYs or tech upgrade mo, makakukuha ka pa ng PHP 200 cashback with GLoan! Exclusively for first-time users."
1,"Earn ₱10K/day! Work from home, no experience. Register: job-opportunity.com. Send ₱500 fee."
0,Hoy wag kang matulog di pa tayo tapos sa project 😭
0,"deh sqbihan mo si ate frqnce na kesho wala wifi sa dorm niyo bqga, eh need mo kasi may gagawin ka"
0,guys confirm niyo kung may class pa after lunch baka wala na
0,HSAHAHS OMG NATAKOT ako kala ko gc sa rizalmismo
0,"Pst, may gusto ako sayo hehe"
0,Anong gamit mong font? Ang ganda e
1,"NEWEST HOTTEST SITE
JILI GAMES 100% LEGIT
LIBRENG 1088P
DITO NA ANG SWERTE NYO
SALI NA http://maswerte77.info"
0,pagod na ko pero bat parang di pa to yung final boss fight sa buhay??
0,May nagreply sa email ni alex
0,You have been successfully loaded EasySURF 50 P50.00. Trace No. 59825183 01/27/2025 14:02:27.952. More Globe/TM txt promos? INFO to 8080 4 free
0,"Get extra budget and vouchers! Enjoy up to P500 vouchers for Puregold, Shell, or 7-Eleven when you use GGives! Mag-GGives na! Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023"
0,Don't miss your chance to win one (1) ticket to Harry Styles Love On Tour concert! Apply for a Smart Signature Plan and you can either get 8 raffle entries if at Plan 999 and up OR 6 raffle entries if below Plan 999. T&Cs apply. DTI#160470
1,Earn ₱15K/month sa data entry. Apply: dataentry-online.com. Send ₱1K fee.
0,"pashare naman ng slides, di ko naabutan yung discussion"
0,sino may alam paano mag request ng refund? parang gusto ko i-drop na subject ko HAHAHA
0,ang bilis ng reply mo sa crush mo pero samin ambagal mo
0,"Pre, may extra flash drive ka ba? Naiwan ko e"
0,may libreng kape sa library kaso ang daming tao parang ayoko na
1,New Player Free 2570P! PAGCOR Licensed! Official Jili!Cashout 10 Min! Play in GCash Playzone1.icu
1,"Stream epic live games & concerts on the Smart LiveStream App! Watch UAAP, PVL, NBA, & more
live! Best enjoyed with your Smart Signature Plan.

Download now smrt.ph/livestream"
1,"Your 128PHP bonus from luckystar has been deposited into your account, please log in as soon as possible to claim it,

https://we-is.tv/slot"
0,di ako maka-attend sa org meeting conflict sa schedule paano yun?
0,gago HAHAHAHAHAHHAA
0,Dalian mo na kase jonathan haynako
1,"SIM REG ADVISORY: This is a reminder that SMART POSTPAID SIMs are already considered registered. Rest assured that you will still continue to enjoy using data, sending texts and making calls even after the SIM registration deadline."
1,DFA PASSPORT NOTICE! NA-CANCEL YUNG APPLICATION MO! update muna dito dfa-passportfix.ml
0,Bukas na lang tayo mag usap pagod na ako hindi ko na kayang mag isip
0,"nasa plaza na kami, wala ka pa rin?"
0,Andito na kami kela edmond tapos lilipat kami kela von 'di raw pwede sa kanila
1,FINAL REMINDER! May unpaid fees ka sa Meralco! Pay now or cut-off today! meralco-alert.ml
1,"Gabriel Soriano, Your PayPal account has been restricted! Verify now: paypal-secure.verifyme.com."
1,Good day! Your account has been credited with 300P. Claim it now: https://33688.tv
1,👮 BARANGAY Clearance NEEDed!! fix 4 u!! barangay-fix.ml
0,ang dami mo kasing babae
0,"This offer will auto-renew upon expiry. If you wish to STOP Auto-Renewal, go to the Smart App smrt.ph/CheckUsage or dial *123# > Bal:Svcs > Manage Auto-Renew."
1,"New users sign up to receive the 188p bonus for free, and more preferential activities are waiting for you to receive! ta777.tv/Omd"
0,Baka bukas ako pumunta dyan kung hindi ako tamarin pero di ako sure ha
1,COD63 Is Best Online Casino in The Philippines.Register Now FREE 178 BONUS.24/7 Immediate Cash In/Out.More Promotions cod44.cc
0,may sumama na ba sa outreach program need daw natin ng volunteers
1,"Basta ikaw, may instant loan ka! Get up to ₱100K approval now: instantloanfast.com."
1,"Hiring for German Speakers in Taguig - Document Analyst w/ related exp, shifting, 75-85K; & Billing Analyst w/ knowledge in SAP Billing Suite is a plus, Midshift, 60-75K; Written & spoken proficiency in the German & English. kimphil28@gmail.com"
1,"WK777:120% unang deposito na bonus, 57p na bonus para sa pag-download ng app, magparehistro ngayon >>>w777k.tv/BC"
1,"Tomorrow's Payday Blast on GoJackpot, Jan 30 & 31! New players grab 777p & 177p bonus + 155% Extra Deposit Bonus. Play & Win millions Prizes at GoJackpot.tv"
1,"ay malayang nag-aalok sa iyo ng 168 P, kunin ito dito:https://ty70.tv"
0,Yung spams na lang RAW.
1,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://fortunate.wtf"
1,Earn ₱3K/day sa surveys. Sign up: surveys-gainonline.com. Send ₱200 fee.
0,HAHHAHA buti si Patrick ang last touch
1,"40% OFF at Conti's w/ your BDO Credit Card
- Min dine-in bill of P3,000
- Max P2,000 OFF
- Mon-Fri, fr 7/15 - 8/30/24
Search Contis on BDO web for T&C.DTI197259"
1,"Magparehistro para sa libreng ₱7777, tumaya: luck6.auction/Hz8PPCx"
1,🏠 u QualiFY PAG-IBIG Loan!!! GRANT APPROV3D! Claim! pagbig-claim.ml
0,grabe nung isang araw nasa samgyup ka
0,"sana may discount yung stress level ko, ang mahal eh"
0,Your SLoan has an amount of  due today. Please pay immediately to avoid late charge. Tap here to pay.
0,sino man daw yan
1,"Nanalo ng Jackp0t! Nanalo ka ng Prize na P64,347! I-download na para makakuha ng P57 nang libre. Makakuha ng 128 libre para sa 1st Deposit. gghnm.dhaui.ca"
1,"Wilfredo, You don't want to miss out our PLATFORM W+!! Get 68% Live Casino WELCOME BONUS UP TO PHP 6,888! PLAY NOW wpluswin.com/7777FIFA"
0,guys may recording ba sa lecture need ko ulitin di ko gets
1,"Hello, you have won the prize 888P to enter http://sergsd.com"
1,FINAL W@RNING FROM MERALCO!!! ur electricity CUT-OFF TODAY!! avoid disconn3ction pay n0w meralco-payment.ml
1,"Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!
177betm.xyz"
1,"Don't miss the FIBA World Cup Draw & watch global Fil-Am star Saweetie, Sarah G, & more LIVE
TONIGHT at 7:30PM on the Smart LiveStream App: smrt.ph/livestream"
1,Your bank OTP may expire. Click bit.ly/otp-renewlink para ma-renew.
0,bakit yung stress parang free trial na never na natapos?
0,Barbie Tenorio Abrahan ginalaw na nya yung baso. Huwag ka na daw gagalit hahahaha.
1,"Hi there! Shine with the stars at the 2023 Asia Artist Awards in Bulacan on Dec. 14, 2023!
 
Redeem one (1) LBA Premium Ticket for just 500 GigaPoints via the Smart App starting at 12:00NN TODAY, Dec. 9, 2023. Limited redemptions only. 
 
Not enough GigaPoints? Pay your Postpaid bill NOW via the Smart App and earn 5% cashback in GigaPoints. 
 
You can download the app at smrt.ph/AAASmartApp 
 
For more info, visit smrt.ph/SmartLiveAAA. DTI#181760"
0,pero wala na medyo malapit na sa pagiging friend tingin ko sakanya
1,"P2000 has been deposited to your account, sign in now to redeem your prizes, official website

https://beautifully.city"
1,Urgent! Your Netflix may problema. Click bit.ly/netflix-securityupdate para ma-renew.
0,i aadopt na natin tong bagong version?
0,"hoy ang bagal ng response sa GC, parang wala na kayong balak magreply??"
0,Hoy maglaba ka na HAHAHAH
0,"yung isa kong kaklase nag-aaral na, tapos ako eto scroll lang sa phone HAHAHA"
1,"Register and get P18 free! First deposit bonus of P180, and download the app for an additional P188: https://8sxe.com"
1,"Claim signup bonus 3888 , 99 Game fc.p99e.pw/CnubeIb4"
1,"UP TO P7,500 CASHBACK!

Spend ANYWHERE w/ your BDO Mastercard Credit Card & reach cumulative spend of:
P250K=P7.5K Cashback
P100K=P3K Cashback
P30K=P1K Cashback
Min of P1K per transaction

To join, enroll your Promo ID 432A4649AA
Promo runs til 07/31/24
Search Spend Anywhere on BDO site for TCs. DTI191857"
1,Earn ka ng extra ₱30K/month sa online trading! Apply na dito: tradingscam.xyz. Send fee agad.
0,"oke, tig openw with google docs ko kasi tapos ang laki ng footer amp"
1,ACT NOW!! WE HAV3 Y0UR D!RTY SECRETS pay 7000php or w3 publish it EVERYWHERE! privateleak.ml
0,Wala kang ambag HAHAHAHA puro ka hype
1,"Mara Alvarado, Your ShopeePay balance is expiring! Claim your free ₱200 now: shopeepay-rewards.com."
1,[3M+ Jackpot Prize] Only 1 Peso to Play! Sign up now http://get5000free5000.pics/4Pc and get 28P bonus! VIP URL: php711. com
1,LAST W@RNING FROM PAG-IBIG!!! u HAVE UNPAID HOUSING LOAN!! failure to pay = FOR3CLOSURE!! p@ygov-loans.ml
1,"Banco De Oro

You're having issues with account security. Please review them at shot.vin/Online_BDO

Sincerely, BANCO DE ORO"
